url,role,decision,target,indexable,words,images,title,signal,rationale
/blog/trade-show-giveaways-by-budget/,buyer-guide,keep-support,,true,1318,1,Trade Show Giveaways by Budget: $2 to $20 | FY PromoGifts,,Informational support page; must answer a distinct buyer question and link to one commercial destination.
/blog/useful-summer-promotional-gifts-people-actually-keep/,buyer-guide,keep-support,,true,2090,1,Useful Summer Promotional Gift Ideas | FY PromoGifts,,Informational support page; must answer a distinct buyer question and link to one commercial destination.
/brand-campaign-giveaways/,campaign-conversion,protect-upgrade,,true,1424,13,Brand Activation Merch & Campaign Giveaways | FY PromoGifts,13 impressions and the only two recorded clicks; protect title and intent.,Campaign merchandise and activation landing page with existing click signal.
/catalog/,catalog-hub,protect-upgrade,,true,345,0,Custom Promotional Gifts Catalog | FY PromoGifts,19 impressions; retain as product discovery hub.,Product discovery hub supporting both gift kits and core single-product acquisition.
/catalog/apparel-wearables/,crawl-category,keep-noindex,,false,51,0,Apparel & Wearables Catalog | FY PromoGifts,,"Thin navigation taxonomy: useful for discovery and crawl flow, but not a search landing page yet."
/catalog/apparel-wearables/adjustable-embroidered-baseball-cap/,single-product-detail,keep-monitor,,true,322,1,Adjustable Embroidered Baseball Cap | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/apparel-wearables/classic-two-tone-trucker-cap/,single-product-detail,keep-monitor,,true,327,1,Classic Two-Tone Trucker Cap | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/apparel-wearables/colorblock-washed-baseball-cap/,single-product-detail,keep-monitor,,true,315,1,Colorblock Washed Baseball Cap | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/apparel-wearables/corduroy-baseball-cap/,single-product-detail,keep-monitor,,true,312,1,Corduroy Baseball Cap | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/apparel-wearables/cotton-bucket-hat/,single-product-detail,keep-monitor,,true,320,1,Cotton Bucket Hat | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/apparel-wearables/cotton-mesh-baseball-cap/,single-product-detail,keep-monitor,,true,321,1,Cotton Mesh Baseball Cap | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/apparel-wearables/curved-brim-two-tone-trucker-cap/,single-product-detail,keep-monitor,,true,327,1,Curved-Brim Two-Tone Trucker Cap | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/apparel-wearables/custom-cotton-baseball-cap/,single-product-detail,keep-monitor,,true,317,1,Custom Cotton Baseball Cap | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/apparel-wearables/custom-cotton-sun-visor/,single-product-detail,keep-monitor,,true,315,1,Custom Cotton Sun Visor | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/apparel-wearables/distressed-washed-baseball-cap/,single-product-detail,keep-monitor,,true,316,1,Distressed Washed Baseball Cap | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/apparel-wearables/flat-brim-snapback-cap/,single-product-detail,keep-monitor,,true,307,1,Flat-Brim Snapback Cap | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/apparel-wearables/foam-trucker-cap/,single-product-detail,keep-monitor,,true,327,1,Foam Trucker Cap | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/apparel-wearables/outdoor-uv-sun-hat-with-neck-flap/,single-product-detail,keep-monitor,,true,338,1,Outdoor UV Sun Hat with Neck Flap | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/apparel-wearables/reversible-bucket-hat/,single-product-detail,keep-monitor,,true,316,1,Reversible Bucket Hat | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/apparel-wearables/reversible-wide-brim-bucket-hat/,single-product-detail,keep-monitor,,true,324,1,Reversible Wide-Brim Bucket Hat | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/apparel-wearables/seamless-sports-sun-visor/,single-product-detail,keep-monitor,,true,322,1,Seamless Sports Sun Visor | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/apparel-wearables/uv-blocking-shell-sun-visor/,single-product-detail,keep-monitor,,true,325,1,UV-Blocking Shell Sun Visor | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/apparel-wearables/washed-vintage-baseball-cap/,single-product-detail,keep-monitor,,true,320,1,Washed Vintage Baseball Cap | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/apparel-wearables/wide-brim-fishing-sun-hat/,single-product-detail,keep-monitor,,true,323,1,Wide-Brim Fishing Sun Hat | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/bags/,crawl-category,keep-noindex,,false,50,0,Bags Catalog | FY PromoGifts,,"Thin navigation taxonomy: useful for discovery and crawl flow, but not a search landing page yet."
/catalog/drinkware/,crawl-category,keep-noindex,,false,49,0,Drinkware Catalog | FY PromoGifts,,"Thin navigation taxonomy: useful for discovery and crawl flow, but not a search landing page yet."
/catalog/drinkware/bamboo-lid-glass-tumbler/,single-product-detail,keep-monitor,,true,322,1,Bamboo-Lid Glass Tumbler | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/drinkware/glassware/,crawl-category,keep-noindex,,false,49,0,Glassware Catalog | FY PromoGifts,,"Thin navigation taxonomy: useful for discovery and crawl flow, but not a search landing page yet."
/catalog/drinkware/mugs/,single-product-category,keep-upgrade,,true,583,0,Custom Mugs Catalog | FY PromoGifts,,Canonical commercial mug category.
/catalog/drinkware/tumblers/,crawl-category,keep-noindex,,false,49,0,Tumblers Catalog | FY PromoGifts,,"Thin navigation taxonomy: useful for discovery and crawl flow, but not a search landing page yet."
/catalog/drinkware/water-bottles/,crawl-category,keep-noindex,,false,52,0,Water Bottles Catalog | FY PromoGifts,,"Thin navigation taxonomy: useful for discovery and crawl flow, but not a search landing page yet."
/catalog/event-party-supplies/,crawl-category,keep-noindex,,false,54,0,Event & Party Supplies Catalog | FY PromoGifts,,"Thin navigation taxonomy: useful for discovery and crawl flow, but not a search landing page yet."
/catalog/gift-sets/,kit-catalog-hub,protect-upgrade,,true,1599,45,Custom Corporate Gift Sets & MOQ Guide | FY PromoGifts,,Primary shoppable gift-set hub; compare configurations and route qualified buyers to product pages.
/catalog/gift-sets/a5-business-notebook-gift-set/,kit-product-detail,keep-monitor,,true,328,1,A5 Business Notebook Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/beauty-and-wellness-appreciation-gift-set/,kit-product-detail,keep-monitor,,true,333,1,Beauty & Wellness Appreciation Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/ceramic-mug-towel-gift-set/,kit-product-detail,keep-monitor,,true,482,2,Ceramic Mug and Towel Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/coffee-cup-and-neck-massager-gift-set/,kit-product-detail,keep-monitor,,true,328,1,Coffee Cup & Neck Massager Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/compact-umbrella-cup-and-fan-gift-set/,kit-product-detail,keep-monitor,,true,328,1,"Compact Umbrella, Cup & Fan Gift Set | Custom Promotional Product",,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/configurable-executive-office-tech-gift-set/,kit-product-detail,keep-monitor,,true,334,2,Configurable Executive Office & Tech Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/cork-notebook-gift-set/,kit-product-detail,keep-monitor,,true,316,1,Cork Notebook Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/custom-fitness-sports-gift-set/,kit-product-detail,keep-monitor,,true,335,1,Custom Fitness & Sports Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/executive-notebook-gift-box/,kit-product-detail,keep-monitor,,true,322,1,Executive Notebook Gift Box | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/executive-office-gift-set/,legacy-duplicate,redirect-existing,/catalog/gift-sets/executive-tumbler-notebook-pen-gift-set/,false,315,1,Executive Office Gift Set | Custom Gift Set,,Already consolidated with a 301 redirect; exclude from sitemap and internal navigation.
/catalog/gift-sets/executive-tumbler-notebook-pen-gift-set/,kit-product-detail,keep-monitor,,true,323,2,"Executive Tumbler, Notebook & Pen Gift Set | Custom Promotional Product",,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/executive-umbrella-and-fan-gift-set/,kit-product-detail,keep-monitor,,true,319,1,Executive Office Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/executive-wireless-keyboard-and-tech-gift-set/,kit-product-detail,keep-monitor,,true,329,1,Executive Wireless Keyboard & Tech Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/gift-sets/,legacy-duplicate,redirect-existing,/catalog/gift-sets/executive-wireless-keyboard-and-tech-gift-set/,false,285,1,Executive Wireless Keyboard & Tech Gift Set | Custom Gift Set,,Already consolidated with a 301 redirect; exclude from sitemap and internal navigation.
/catalog/gift-sets/gradient-executive-tech-gift-set/,kit-product-detail,keep-monitor,,true,330,1,Gradient Executive Tech Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/insulated-tumbler-automatic-umbrella-gift-set/,legacy-duplicate,redirect-existing,/catalog/gift-sets/tumbler-automatic-umbrella-gift-set/,false,211,1,Insulated Tumbler & Automatic Umbrella Gift Set | FY PromoGifts,,Already consolidated with a 301 redirect; exclude from sitemap and internal navigation.
/catalog/gift-sets/insulated-tumbler-business-gift-set/,kit-product-detail,keep-monitor,,true,328,1,Insulated Tumbler Business Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/men-s-belt-wallet-and-keyring-gift-set/,kit-product-detail,keep-monitor,,true,326,1,"Men's Belt, Wallet & Keyring Gift Set | Custom Promotional Product",,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/navy-office-and-travel-gift-set/,kit-product-detail,keep-monitor,,true,325,1,Navy Office & Travel Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/notebook-and-insulated-tumbler-gift-set/,kit-product-detail,keep-monitor,,true,325,1,Notebook & Insulated Tumbler Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/notebook-and-tumbler-presentation-set/,kit-product-detail,keep-monitor,,true,326,1,Notebook & Tumbler Presentation Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/notebook-and-usb-drive-gift-set/,kit-product-detail,keep-monitor,,true,324,1,Notebook & USB Drive Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/personal-coffee-maker-gift-set/,kit-product-detail,keep-monitor,,true,333,1,Personal Coffee Maker Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/portable-comfort-appreciation-gift-set/,legacy-duplicate,redirect-existing,/catalog/gift-sets/travel-comfort-coffee-gift-case/,false,215,1,Portable Comfort & Appreciation Gift Set | FY PromoGifts,,Already consolidated with a 301 redirect; exclude from sitemap and internal navigation.
/catalog/gift-sets/power-bank-usb-drive-and-pen-gift-set/,kit-product-detail,keep-monitor,,true,329,1,"Power Bank, USB Drive & Pen Gift Set | Custom Promotional Product",,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/premium-a5-clasp-notebook-gift-set/,kit-product-detail,keep-monitor,,true,326,1,Premium A5 Clasp Notebook Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/premium-ceramic-mug-towel-gift-box/,kit-product-detail,keep-monitor,,true,483,2,Premium Ceramic Mug & Towel Gift Box | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/premium-multi-piece-executive-gift-set/,legacy-duplicate,redirect-existing,/catalog/gift-sets/configurable-executive-office-tech-gift-set/,false,227,1,Premium Multi-Piece Executive Gift Set | FY PromoGifts,,Already consolidated with a 301 redirect; exclude from sitemap and internal navigation.
/catalog/gift-sets/premium-notebook-gift-box-set/,kit-product-detail,keep-monitor,,true,320,1,Premium Notebook Gift Box Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/premium-sports-and-wellness-gift-set/,kit-product-detail,keep-monitor,,true,328,1,Premium Sports & Wellness Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/premium-travel-case-and-keyboard-gift-set/,kit-product-detail,keep-monitor,,true,331,1,Premium Travel Case & Keyboard Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/red-travel-and-personal-care-gift-set/,kit-product-detail,keep-monitor,,true,330,1,Red Travel & Personal Care Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/red-tumbler-and-notebook-gift-set/,kit-product-detail,keep-monitor,,true,326,1,Red Tumbler & Notebook Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/smart-heated-ceramic-mug-gift-set/,kit-product-detail,keep-monitor,,true,498,1,Smart Heated Ceramic Mug Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/summer-cooling-gift-set/,kit-product-detail,keep-monitor,,true,335,1,Summer Cooling Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/summer-employee-gift-set/,kit-product-detail,keep-monitor,,true,327,1,Summer Employee Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/summer-fan-and-umbrella-gift-set/,kit-product-detail,keep-monitor,,true,328,1,Summer Fan & Umbrella Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/summer-sun-hat-gift-set/,kit-product-detail,keep-monitor,,true,329,1,Summer Sun Hat Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/teacher-appreciation-pen-gift-set/,kit-product-detail,keep-monitor,,true,318,1,Teacher Appreciation Pen Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/travel-comfort-coffee-gift-case/,kit-product-detail,keep-monitor,,true,331,1,Travel Comfort & Coffee Gift Case | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/tri-fold-notebook-and-pen-gift-set/,kit-product-detail,keep-monitor,,true,331,1,Tri-Fold Notebook & Pen Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/tulip-theme-women-s-gift-set/,legacy-duplicate,redirect-existing,/catalog/gift-sets/tulip-theme-womens-gift-set/,false,333,1,Tulip Theme Women’s Gift Set | Custom Gift Set,,Already consolidated with a 301 redirect; exclude from sitemap and internal navigation.
/catalog/gift-sets/tulip-theme-womens-gift-set/,kit-product-detail,keep-monitor,,true,337,1,Tulip Theme Women’s Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/tumbler-and-compact-umbrella-gift-set/,kit-product-detail,keep-monitor,,true,324,1,Tumbler & Compact Umbrella Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/tumbler-and-notebook-appreciation-gift-set/,kit-product-detail,keep-monitor,,true,327,1,Tumbler & Notebook Appreciation Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/tumbler-automatic-umbrella-gift-set/,kit-product-detail,keep-monitor,,true,318,1,Tumbler & Automatic Umbrella Gift Set | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/tumbler-notebook-and-pen-gift-set/,kit-product-detail,keep-monitor,,true,323,1,"Tumbler, Notebook & Pen Gift Set | Custom Promotional Product",,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/gift-sets/zip-around-notebook-organizer/,kit-product-detail,keep-monitor,,true,320,1,Zip-Around Notebook Organizer | Custom Promotional Product,,"Unique purchasable configuration; keep when image, SKU, specs and inquiry path are valid. Review after 60 days if it has no impressions."
/catalog/home-lifestyle/,crawl-category,keep-noindex,,false,51,0,Home & Lifestyle Catalog | FY PromoGifts,,"Thin navigation taxonomy: useful for discovery and crawl flow, but not a search landing page yet."
/catalog/keychains-accessories/,crawl-category,keep-noindex,,false,51,0,Keychains & Accessories Catalog | FY PromoGifts,,"Thin navigation taxonomy: useful for discovery and crawl flow, but not a search landing page yet."
/catalog/keychains-accessories/3d-alpaca-keychain-and-phone-stand/,single-product-detail,keep-monitor,,true,317,1,3D Alpaca Keychain & Phone Stand | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/keychains-accessories/cartoon-crab-pvc-keychain/,single-product-detail,keep-monitor,,true,316,1,Cartoon Crab PVC Keychain | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/keychains-accessories/custom-car-model-pvc-keychain/,single-product-detail,keep-monitor,,true,321,1,Custom Car Model PVC Keychain | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/keychains-accessories/custom-enamel-metal-keychain/,single-product-detail,keep-monitor,,true,314,1,Custom Enamel Metal Keychain | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/keychains-accessories/custom-tiger-pvc-keychain/,single-product-detail,keep-monitor,,true,320,1,Custom Tiger PVC Keychain | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/keychains-accessories/enamel-metal-keychain/,single-product-detail,keep-monitor,,true,311,1,Enamel Metal Keychain | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/keychains-accessories/heart-shaped-pu-leather-keychain/,single-product-detail,keep-monitor,,true,316,1,Heart-Shaped PU Leather Keychain | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/keychains-accessories/laser-cut-stainless-steel-keychain/,single-product-detail,keep-monitor,,true,306,1,Laser-Cut Stainless Steel Keychain | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/keychains-accessories/leather-loop-keychain/,single-product-detail,keep-monitor,,true,311,1,Leather Loop Keychain | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/keychains-accessories/macaron-shell-pvc-keychain/,single-product-detail,keep-monitor,,true,316,1,Macaron Shell PVC Keychain | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/mugs/,legacy-duplicate,redirect-existing,/catalog/drinkware/mugs/,false,49,0,Custom Mugs Catalog | FY PromoGifts,,Already consolidated with a 301 redirect; exclude from sitemap and internal navigation.
/catalog/outdoor-travel/,crawl-category,keep-noindex,,false,51,0,Outdoor & Travel Catalog | FY PromoGifts,,"Thin navigation taxonomy: useful for discovery and crawl flow, but not a search landing page yet."
/catalog/packaging-gift-boxes/,crawl-category,keep-noindex,,false,54,0,Packaging & Gift Boxes Catalog | FY PromoGifts,,"Thin navigation taxonomy: useful for discovery and crawl flow, but not a search landing page yet."
/catalog/stationery-office/,crawl-category,keep-noindex,,false,52,0,Stationery & Office Catalog | FY PromoGifts,,"Thin navigation taxonomy: useful for discovery and crawl flow, but not a search landing page yet."
/catalog/stationery-office/custom-magnetic-bookmark/,single-product-detail,keep-monitor,,true,309,1,Custom Magnetic Bookmark | Custom Promotional Product,,Single-product acquisition page supporting the two-track traffic strategy.
/catalog/tech-gifts/,crawl-category,keep-noindex,,false,51,0,Tech Gifts Catalog | FY PromoGifts,,"Thin navigation taxonomy: useful for discovery and crawl flow, but not a search landing page yet."
/client-appreciation-gifts/,scenario-conversion,keep-upgrade,,true,1601,7,Custom Client Appreciation Gifts & Gift Sets | FY PromoGifts,,Primary client appreciation transaction page; absorb useful content from nested duplicate.
/corporate-gift-kits/,kit-planning-pillar,keep-distinct,,true,928,10,Corporate Gift Kits | FY PromoGifts,,"Planning and service page: curation, assembly and fulfillment. It must not duplicate the shoppable gift-set catalog."
/corporate-gift-kits/client-appreciation-gifts/,legacy-duplicate,redirect-existing,/client-appreciation-gifts/,false,527,10,Client Appreciation Gifts | FY PromoGifts,,Already consolidated with a 301 redirect; exclude from sitemap and internal navigation.
/corporate-gift-kits/employee-welcome-kits/,legacy-duplicate,redirect-existing,/employee-onboarding-kits/,false,536,10,Employee Welcome Kits | FY PromoGifts,,Already consolidated with a 301 redirect; exclude from sitemap and internal navigation.
/custom-gift-boxes-packaging/,packaging-pillar,keep-upgrade,,true,1249,8,Custom Gift Boxes & Packaging | Branded Gift Kit Boxes | FY PromoGifts,,Primary packaging capability and buyer-guide page; absorb legacy custom-packaging content.
/custom-lanyards-for-events/,legacy-duplicate,redirect-existing,/catalog/event-party-supplies/,false,223,1,Custom Lanyards for Events | Logo Badge Lanyards | FY PromoGifts,,Already consolidated with a 301 redirect; exclude from sitemap and internal navigation.
/custom-logo-drinkware/,legacy-duplicate,redirect-existing,/promotional-drinkware-for-corporate-gifts/,false,299,1,"Custom Logo Drinkware Supplier | Tumblers, Mugs & Bottles | FY PromoGifts",,Already consolidated with a 301 redirect; exclude from sitemap and internal navigation.
/custom-logo-pens/,legacy-duplicate,redirect-existing,/catalog/stationery-office/,false,231,1,Custom Logo Pens Supplier | Branded Pens for Events | FY PromoGifts,,Already consolidated with a 301 redirect; exclude from sitemap and internal navigation.
/custom-logo-tote-bags/,legacy-duplicate,redirect-existing,/catalog/bags/,false,260,1,Custom Logo Tote Bags Supplier | Branded Event Bags | FY PromoGifts,,Already consolidated with a 301 redirect; exclude from sitemap and internal navigation.
/custom-notebooks-with-logo/,commercial-or-guide,keep-monitor,,true,1108,5,Wholesale Custom Notebooks with Logo | FY PromoGifts,,"Validate unique search intent, visual proof and one primary conversion path before retaining as indexable."
/custom-packaging/,legacy-duplicate,redirect-existing,/custom-gift-boxes-packaging/,false,527,10,Custom Packaging for Promotional Gifts | FY PromoGifts,,Already consolidated with a 301 redirect; exclude from sitemap and internal navigation.
/custom-products/,legacy-duplicate,redirect-existing,/catalog/,false,66,1,Custom Promotional Products | FY PromoGifts,,Already consolidated with a 301 redirect; exclude from sitemap and internal navigation.
/custom-promotional-caps/,commercial-or-guide,keep-monitor,,true,764,10,Custom Promotional Caps & Hats | MOQ 50 | FY PromoGifts,,"Validate unique search intent, visual proof and one primary conversion path before retaining as indexable."
/custom-promotional-caps/custom-baseball-caps/,commercial-or-guide,keep-monitor,,true,842,11,Custom Baseball Caps with Logo | MOQ 50 | FY PromoGifts,,"Validate unique search intent, visual proof and one primary conversion path before retaining as indexable."
